family_id,family_name,parent_names,household_income,num_children,marital_status,address,geo_id,intake_date,Head_of_Household_Name,Household_Size,Family_Status,Preferred_Contact_Mode,Phone,Referral_Source,Income_Level,Parent_Education_Level,created_date
FAM_000398,Johns Family,Christopher Porter,32749.2,1,Married,0182 Jennifer Neck Apt. 002,GEO_0124,2019-11-15,Allison Lucas,8,Exited,Text,+1-252-796-5370x4768,Agency,Moderate,Masters,2021-03-14
FAM_000399,Woods Family,Lori Patton,74248.03,3,Married,482 Derek Drives,GEO_0029,2018-01-19,Austin Small,6,Inactive,Text,(983)750-5183x4402,Community Partner,Low,Bachelors,2017-05-19
FAM_000400,Gonzalez Family,Aaron Young,46017.08,4,Separated,1447 Pena Street,GEO_0070,2021-01-17,Kathleen Scott,6,Inactive,Phone,(847)501-4295x033,Agency,Moderate,High School,2019-02-03
FAM_000401,Maynard Family,Joseph Davis,36067.87,4,Divorced,811 Dickson Lake,GEO_0176,2016-06-04,Anthony Moore,7,Inactive,Text,(283)640-2110x4549,Self,Low,Masters,2015-12-20
FAM_000402,Morris Family,Philip Fernandez,113126.51,1,Married,020 Barry Fords,GEO_0133,2018-09-16,Mr. Jordan Scott,4,Inactive,Text,(506)653-4930x9666,Self,Moderate,Bachelors,2018-02-21
FAM_000403,Brewer Family,Randy Hopkins,120707.47,3,Separated,2322 Jimenez Vista,GEO_0187,2023-11-21,Timothy Alexander,4,Exited,Text,+1-616-760-5577x390,Self,Moderate,Bachelors,2025-09-02
FAM_000404,Velez Family,Cory Hogan,89489.37,2,Divorced,135 Blake Trail,GEO_0164,2022-02-14,Jennifer Patterson,2,Active,Email,343-362-3319x31210,Community Partner,Moderate,Masters,2016-05-10
FAM_000405,Davis Family,Tracy Wells,116019.59,6,Divorced,165 Richard Locks,GEO_0006,2020-10-28,Eric Campos,6,Exited,Text,+1-303-887-7380x07789,Community Partner,Low,High School,2019-11-14
FAM_000406,Andrews Family,Michael Williams,34569.29,5,Separated,05937 Stevens Locks,GEO_0038,2018-12-19,Morgan Wilson,8,Active,Text,+1-570-566-6884,Community Partner,Moderate,Bachelors,2016-04-15
FAM_000407,Nichols Family,Dominique Hamilton,129860.51,2,Divorced,832 Gabriela Run,GEO_0106,2021-12-25,Angela Jones,5,Active,Email,365-409-8338,Agency,Low,Masters,2019-05-09
FAM_000408,Sharp Family,Robert Chang,135585.99,2,Married,161 Evans Way,GEO_0057,2016-08-08,John Alexander,2,Inactive,Phone,624.890.1405x4393,Community Partner,Low,Masters,2023-12-30
FAM_000409,Zuniga Family,Patrick Buckley,125778.58,5,Married,98310 Wright Streets,GEO_0169,2016-12-30,Rodney Ford,8,Inactive,Phone,+1-589-984-7384x395,Community Partner,High,High School,2018-02-27
FAM_000410,Gentry Family,Richard Washington,82139.29,5,Separated,96622 Laurie Flats Apt. 670,GEO_0037,2022-09-28,Jessica Holmes,1,Inactive,Phone,(658)801-5358,Community Partner,Low,High School,2016-04-27
FAM_000411,Thompson Family,Steven Griffith,22143.29,3,Single,6856 Stevens Terrace,GEO_0092,2022-03-25,Michael Ford,1,Exited,Text,(300)432-3020,Self,Moderate,Bachelors,2022-01-30
FAM_000412,Khan Family,Erika Gonzalez,103695.82,5,Divorced,3621 Cox Circle,GEO_0128,2023-07-03,William May,7,Inactive,Text,(286)701-7385x5555,Self,Moderate,High School,2022-12-05
FAM_000413,Thompson Family,Erika Maxwell,35869.37,4,Married,444 Scott Meadows Suite 349,GEO_0008,2022-01-28,Margaret Gallegos,7,Active,Email,881-476-1426,Community Partner,Moderate,Masters,2018-07-16
FAM_000414,Gillespie Family,Brent Rojas,29685.66,5,Married,396 Smith Rue,GEO_0063,2022-01-31,Ashley Perry,7,Exited,Phone,243-467-7041x1080,Agency,High,High School,2021-10-15
FAM_000415,Osborn Family,Jaime Walker,55304.23,6,Married,73226 Ryan Village Apt. 142,GEO_0148,2021-04-23,Dustin Weiss,2,Active,Email,+1-864-691-3597x4895,Community Partner,High,High School,2016-05-18
FAM_000416,Sanders Family,John Zamora,44726.59,2,Married,62585 Nunez Courts Apt. 879,GEO_0190,2023-12-15,Destiny Saunders,6,Exited,Phone,(352)275-3177,Self,Low,High School,2021-11-09
FAM_000417,Simpson Family,Timothy Gibson,46509.94,6,Divorced,962 Jennifer View,GEO_0179,2021-01-01,Gwendolyn Kim,6,Active,Phone,(637)525-6563x373,Self,Low,Bachelors,2024-05-06
FAM_000418,Zuniga Family,Chad Cortez,42972.98,6,Single,996 Walker Points,GEO_0111,2024-09-30,Robert Ramsey,5,Active,Text,288-391-9000x0242,Agency,Low,High School,2022-02-07
FAM_000419,Hayden Family,Vanessa Harris,115525.93,6,Divorced,24725 Michael Freeway Apt. 343,GEO_0093,2022-04-22,Michelle Alvarez,2,Active,Email,(777)960-6625,Agency,Moderate,High School,2018-04-15
FAM_000420,Howe Family,Michael Brown,143564.88,1,Divorced,311 Charles Pines,GEO_0053,2019-06-27,Anthony Parker,7,Exited,Phone,+1-674-441-1284,Agency,Moderate,Bachelors,2017-11-01
FAM_000421,Mcdowell Family,Samuel Ellis,52272.42,4,Separated,0545 Osborne Loaf Suite 757,GEO_0191,2018-05-27,Gail Clark,5,Exited,Phone,272-674-2194,Self,High,Masters,2020-04-26
FAM_000422,Smith Family,Greg Tanner,111203.55,5,Married,453 Rasmussen Mews Suite 974,GEO_0023,2025-04-28,Andrea Gonzalez PhD,4,Exited,Email,389.413.6716x1684,Self,Moderate,High School,2025-07-18
FAM_000423,Bradley Family,Rachel Little,11601.0,6,Married,9861 Clark Harbors Apt. 125,GEO_0050,2017-02-01,Christian Jackson,2,Active,Email,(938)527-9414x5509,Agency,High,High School,2024-01-09
FAM_000424,Rodriguez Family,Carolyn Cordova,101515.67,5,Single,0809 Schaefer River Suite 815,GEO_0097,2016-01-22,Christopher Little,7,Exited,Email,001-733-409-8703x82429,Agency,Low,Bachelors,2020-04-10
FAM_000425,Bird Family,Angelica Vincent,106987.6,1,Single,9255 Sanders Vista,GEO_0164,2024-04-21,Kristen Reyes,8,Inactive,Text,604.997.3444x6346,Agency,Low,Masters,2018-03-15
FAM_000426,Mitchell Family,Zachary Vargas PhD,18697.41,3,Separated,13074 John Trail Apt. 426,GEO_0028,2015-12-06,Deanna Richardson,1,Inactive,Text,496-459-1311x015,Agency,Moderate,High School,2016-12-11
FAM_000427,Hays Family,Nicholas Fitzgerald,26551.48,2,Separated,0489 John Estate,GEO_0071,2021-09-04,Matthew Sims,5,Exited,Text,001-818-815-9588x1236,Agency,Moderate,Masters,2016-09-05
FAM_000428,Daniels Family,Garrett Riley,52952.89,1,Separated,45430 Knight Forges Suite 310,GEO_0161,2022-08-02,Ryan Jimenez,6,Exited,Text,3885232351,Community Partner,High,Masters,2023-01-24
FAM_000429,Snyder Family,Leslie Hernandez,66758.33,3,Married,178 Gillespie Divide,GEO_0174,2016-11-19,Joseph Jordan,1,Exited,Phone,+1-995-822-5494x57031,Self,Low,Bachelors,2023-02-14
FAM_000430,Mays Family,Abigail Baird,80352.87,2,Married,58718 Flores Fords,GEO_0140,2021-08-13,Matthew Parker,3,Exited,Text,+1-910-513-2470,Community Partner,High,Masters,2020-08-15
FAM_000431,Rosales Family,John Mack,135316.57,6,Single,426 Green Vista Suite 017,GEO_0116,2021-03-24,Shawn Nelson,4,Active,Phone,7819414237,Self,Low,Masters,2022-07-08
FAM_000432,Mcdonald Family,Joseph Mendoza,108497.98,5,Single,208 Hogan Wells,GEO_0135,2024-01-09,Christopher Garner,3,Active,Email,654-951-7330x165,Community Partner,Low,High School,2023-10-30
FAM_000433,Lee Family,Samantha Chavez,53536.91,3,Separated,77729 Ross Islands,GEO_0045,2019-06-15,Allison Martinez,1,Exited,Phone,(957)481-5916x6551,Self,High,High School,2023-03-07
FAM_000434,Rodriguez Family,Justin Smith,26438.2,1,Divorced,37014 Debbie Cape Suite 278,GEO_0068,2024-10-12,Aaron Carter,3,Active,Email,+1-964-321-3601,Agency,Low,High School,2019-11-10
FAM_000435,Martin Family,Tiffany Anderson,138258.25,4,Single,55800 Samantha Orchard,GEO_0174,2020-09-14,Amanda Martin,3,Exited,Email,372-822-9453x1965,Community Partner,Moderate,High School,2023-05-03
FAM_000436,Stevens Family,Matthew Davis,51305.26,6,Married,214 Luis Shore,GEO_0090,2017-11-05,Miguel Finley,3,Active,Text,241-680-5400x8538,Community Partner,Moderate,High School,2022-08-11
FAM_000437,Scott Family,Eric Warner,96047.56,1,Single,60943 Kayla Forge,GEO_0085,2016-09-27,Ashley Ramirez,8,Active,Text,001-820-779-6199x09798,Self,Moderate,Bachelors,2016-06-21
FAM_000438,Lopez Family,Nicole Johnson,40678.0,1,Married,172 James Flat Suite 955,GEO_0101,2025-08-11,Anthony Jenkins,1,Active,Email,001-791-931-1870x8781,Community Partner,High,Bachelors,2023-11-07
FAM_000439,Doyle Family,Raymond Sawyer,28699.63,4,Divorced,620 Barbara Roads,GEO_0151,2022-10-05,Jessica Brooks,1,Active,Text,891-867-1656x709,Agency,High,High School,2022-07-04
FAM_000440,Gibbs Family,Richard Wood,31445.98,6,Separated,52595 Renee Drive Apt. 273,GEO_0107,2015-12-28,David Martin,4,Exited,Phone,788.951.6820x3852,Agency,Moderate,Bachelors,2016-02-28
FAM_000441,Bradley Family,Mark Dalton,114682.88,3,Separated,992 Justin Walk,GEO_0071,2016-05-13,Kenneth Price,5,Exited,Email,+1-740-315-4150x689,Self,Low,Masters,2023-04-01
FAM_000442,Todd Family,Steven Cook,94803.45,6,Separated,353 Jeremy Meadow Apt. 850,GEO_0080,2023-03-21,Lisa Mccormick,6,Exited,Text,588-611-6787,Self,High,Bachelors,2020-11-09
FAM_000443,Thompson Family,Jeffery Nelson,68218.39,6,Single,1087 William Loaf Suite 182,GEO_0049,2022-05-02,Nicholas Henderson,7,Active,Email,708.651.4966x75716,Self,Low,Bachelors,2018-02-24
FAM_000444,Chase Family,Kimberly Norton,86892.83,3,Separated,0107 Eric Courts,GEO_0011,2017-11-09,James Carroll,3,Active,Email,5238134268,Agency,High,Masters,2016-12-06
FAM_000445,Prince Family,Angela Gilmore,75915.93,1,Married,838 Janice Walks Suite 648,GEO_0149,2022-10-26,Ashley Le,7,Exited,Text,001-295-271-3957,Community Partner,Moderate,High School,2018-02-21
FAM_000446,Wilcox Family,Amy Dougherty,85252.48,1,Single,7357 Anderson Fords Apt. 222,GEO_0134,2017-01-05,Dr. Kelly Nelson,3,Exited,Email,268-445-1224,Self,High,Masters,2018-06-20
FAM_000447,Robertson Family,Stacy Rodriguez,102973.22,3,Single,194 Osborn Key,GEO_0180,2021-09-16,Daniel Wright,3,Active,Email,387.689.3038,Community Partner,High,Bachelors,2018-12-31
FAM_000448,Miller Family,Manuel Diaz,40577.63,6,Divorced,225 Brown Falls,GEO_0088,2019-03-04,Andrea Whitehead,3,Inactive,Email,001-476-704-0962x6292,Agency,High,Masters,2021-09-28
FAM_000449,Caldwell Family,Justin Jones,44645.16,4,Divorced,50637 Carl Rue Apt. 804,GEO_0157,2017-03-23,Andrew Oneal,3,Exited,Text,001-995-437-6210x98532,Self,Moderate,High School,2025-01-12
FAM_000450,Lopez Family,Christine Zavala,115663.54,2,Single,741 Adam Skyway Suite 384,GEO_0032,2023-05-16,Joshua Brooks,6,Exited,Text,920.566.7549x059,Community Partner,Moderate,Bachelors,2024-10-27
FAM_000451,Taylor Family,Brian Mendoza,132238.91,4,Single,852 Pamela Cliffs,GEO_0111,2022-04-25,Andrew Brown,2,Active,Text,5372537450,Community Partner,Low,High School,2022-02-24
FAM_000452,Morris Family,Lauren Haley,21461.84,5,Single,2608 Beck Forks,GEO_0117,2022-10-13,Briana Dougherty,3,Inactive,Phone,001-868-929-4817x049,Self,High,Masters,2018-01-01
FAM_000453,Wright Family,Patrick Perez,72544.72,6,Single,561 Cross Turnpike Suite 055,GEO_0146,2016-03-25,Jack Horton,1,Inactive,Email,(894)527-9191,Self,Moderate,Masters,2019-10-22
FAM_000454,Green Family,Derek Frazier,108527.26,1,Single,121 Miller Stravenue Suite 119,GEO_0089,2018-09-04,Emily Guzman,8,Inactive,Phone,498.500.4720x288,Self,High,Masters,2025-05-02
FAM_000455,Young Family,Arthur Reed,20934.38,3,Married,6409 Barbara Lane Apt. 957,GEO_0074,2020-11-12,Ricky Zamora,4,Exited,Email,001-379-770-8770,Community Partner,High,Bachelors,2020-07-22
FAM_000456,Molina Family,Mr. Bryan Mckinney,88983.62,4,Single,2070 Andrew Extension Suite 201,GEO_0029,2020-11-03,George Jordan,5,Active,Text,+1-324-224-4310x29932,Agency,Low,High School,2017-12-25
FAM_000457,Finley Family,Kim Carter,18646.13,5,Married,21241 Ashley Terrace Suite 967,GEO_0003,2022-04-01,Travis Shelton,7,Active,Email,667.440.0925,Community Partner,Moderate,Masters,2022-04-12
FAM_000458,Turner Family,Rebecca Dougherty,86670.89,5,Separated,0987 Charles Meadow Suite 731,GEO_0128,2022-04-14,Steven White,6,Active,Email,209.983.1818x0343,Self,Moderate,High School,2020-09-30
FAM_000459,Sharp Family,Teresa Jones,80768.19,1,Married,76075 Wong Manor,GEO_0176,2023-10-03,Anthony Mitchell Jr.,5,Inactive,Text,248-483-0545,Community Partner,Low,High School,2025-06-17
FAM_000460,Smith Family,Judith Miller,90178.23,2,Separated,39431 Crystal Light Suite 430,GEO_0038,2017-06-06,Tara Ellis,6,Inactive,Text,659.886.8581x9748,Agency,High,Bachelors,2023-07-04
FAM_000461,Valdez Family,Donna Frye,30979.33,2,Divorced,31202 Brenda Knoll Apt. 576,GEO_0120,2024-07-22,Justin King,1,Active,Email,+1-274-682-2328x6425,Community Partner,Moderate,Bachelors,2025-08-31
FAM_000462,Schwartz Family,Donald Terry,55936.47,5,Divorced,9747 Jennifer Alley Apt. 687,GEO_0175,2017-04-25,Linda Cook,1,Active,Text,(847)317-4265x88406,Agency,Low,Masters,2025-04-05
FAM_000463,Brown Family,Shaun Meyer DDS,82847.82,4,Single,4867 Evans Mission Suite 416,GEO_0039,2020-11-12,Cheryl Ross,6,Active,Text,(445)601-1601,Community Partner,Moderate,High School,2021-02-07
FAM_000464,Wilson Family,Wayne Weaver,26273.6,5,Married,5604 Johnson Lodge,GEO_0134,2019-07-02,Carly Luna,1,Exited,Text,001-818-411-6076x210,Self,High,High School,2024-01-17
FAM_000465,Parker Family,Gregory Wallace,38756.21,6,Separated,5373 Brianna Lights,GEO_0075,2019-10-17,John Myers,8,Exited,Email,(621)368-4720x20631,Agency,Low,High School,2020-03-28
FAM_000466,Sullivan Family,Dorothy Brown,91640.67,1,Separated,692 Alexander Creek Suite 296,GEO_0160,2022-06-18,Margaret Contreras,1,Active,Email,6922443295,Self,High,Bachelors,2016-05-11
FAM_000467,Shaw Family,Crystal Meza,22731.83,1,Married,3059 Ball Fall,GEO_0143,2023-07-23,Tina Whitehead,3,Exited,Email,+1-456-986-4296x17247,Community Partner,High,Masters,2017-10-27
FAM_000468,Jacobson Family,Jennifer Cooper,81452.55,2,Single,1282 Gutierrez Ford Suite 431,GEO_0171,2021-06-16,Kelli Wilson,7,Active,Email,+1-231-588-9706x04462,Agency,High,High School,2025-05-14
FAM_000469,Padilla Family,Erin Watkins,123216.89,5,Married,489 Carr Keys Suite 663,GEO_0042,2023-09-02,Daniel Delgado,1,Exited,Email,644.457.1991x673,Agency,High,High School,2016-11-30
FAM_000470,Collins Family,Sarah Wallace,73480.52,3,Divorced,4434 Floyd Turnpike Suite 916,GEO_0078,2021-07-13,Timothy Hernandez,7,Inactive,Email,+1-814-621-1407x8136,Agency,High,Bachelors,2024-02-08
FAM_000471,Wilson Family,Carlos Clarke,81854.7,3,Divorced,344 Mitchell Ports,GEO_0125,2022-01-13,Daniel Bradshaw,3,Active,Email,+1-929-307-0383x942,Community Partner,Moderate,High School,2022-10-30
FAM_000472,Hendricks Family,David Washington,73951.79,4,Single,4088 Dustin Causeway Suite 862,GEO_0074,2020-05-07,Daniel Snyder,3,Inactive,Email,001-734-924-7064x9222,Agency,Moderate,Bachelors,2024-09-25
FAM_000473,Phillips Family,Patricia Williams,18083.15,4,Married,398 Garcia Estate Apt. 097,GEO_0017,2022-07-26,Dustin Warren,2,Exited,Email,001-516-640-0489x52414,Self,Low,Masters,2017-10-27
FAM_000474,Mendez Family,Jesus Jackson,74732.96,6,Divorced,21707 Turner Walk,GEO_0076,2016-02-28,Matthew Soto,1,Exited,Email,001-356-446-6397x180,Self,High,Masters,2019-10-11
FAM_000475,Robinson Family,Michelle Mitchell,122968.15,2,Separated,46557 Michele Crossroad Apt. 300,GEO_0004,2022-06-02,Joshua Lynch,6,Exited,Email,001-906-733-5759x9794,Community Partner,Moderate,Masters,2016-03-17
FAM_000476,Anderson Family,Sara Schwartz,111259.21,1,Separated,9646 Eddie Ridge Apt. 900,GEO_0117,2025-05-06,Jennifer Ramirez,4,Active,Email,(375)564-6676x6749,Agency,High,Masters,2017-01-17
FAM_000477,Hernandez Family,Brittany Young,65432.82,3,Married,512 James Way,GEO_0011,2019-02-12,Timothy Jackson,2,Exited,Email,881-669-4032x4221,Agency,Moderate,Masters,2015-12-13
FAM_000478,Adkins Family,Eugene Martinez,124303.45,6,Single,6589 Lee Prairie Suite 708,GEO_0056,2020-06-10,Nathaniel Richardson,7,Inactive,Text,001-653-524-4214x6100,Agency,Low,Masters,2019-11-06
FAM_000479,Obrien Family,Cody Hart,114412.63,3,Separated,99314 Tran Field Suite 566,GEO_0073,2018-12-13,Beverly Richards,2,Inactive,Text,890-205-8198x36514,Self,High,High School,2021-06-07
FAM_000480,Perry Family,Evan Cooper,90963.58,3,Separated,13885 Nicole Hill,GEO_0152,2022-12-26,Kevin Harrison,2,Active,Phone,791-983-7653x97900,Self,High,High School,2022-06-28
FAM_000481,Dunn Family,Joshua Martin,16340.57,6,Divorced,62203 Kyle Highway,GEO_0032,2016-03-28,Stephen Evans,8,Exited,Phone,+1-234-710-8075,Self,Moderate,High School,2017-04-28
FAM_000482,Ruiz Family,Thomas Sullivan,58234.04,3,Separated,6310 Hall Mission,GEO_0014,2022-03-21,Patrick Salazar,8,Inactive,Phone,2354451364,Self,High,Bachelors,2020-05-09
FAM_000483,Medina Family,Mr. Jimmy Flores Jr.,18926.39,2,Married,680 Andrea Run Suite 294,GEO_0126,2019-03-08,Amanda Wells,7,Inactive,Phone,001-494-322-0859x5031,Agency,Low,Masters,2020-03-08
FAM_000484,Beck Family,Vanessa Rivera,149177.31,5,Married,021 Kim Heights Apt. 743,GEO_0079,2019-11-19,Anthony Sanford,8,Active,Email,(959)359-9592x419,Community Partner,Low,High School,2018-09-20
FAM_000485,Robinson Family,Kara Roberts,140841.59,3,Divorced,3502 Amanda Turnpike,GEO_0002,2024-10-21,Mary Wong,3,Active,Email,(465)253-6018x11703,Community Partner,Low,High School,2019-02-09
FAM_000486,Wright Family,Veronica Berry,19662.68,1,Married,22894 Myers Falls Suite 523,GEO_0111,2025-03-05,Deborah Miller PhD,1,Active,Email,+1-432-353-8361x44917,Agency,High,High School,2022-08-28
FAM_000487,Fischer Family,Keith Meadows,140728.58,6,Married,82930 Allen Isle,GEO_0091,2018-07-22,Deborah Burns,5,Active,Text,+1-465-814-8111x4687,Self,Moderate,Masters,2017-11-16
FAM_000488,Marks Family,Michael Dennis,14442.88,3,Divorced,133 Jerry Forges Apt. 467,GEO_0170,2021-02-26,Carol Keller,8,Exited,Text,517-637-0215,Self,Low,Masters,2017-12-09
FAM_000489,Miller Family,Brenda Pierce,67241.37,4,Divorced,16750 Chase Divide Suite 995,GEO_0001,2023-04-13,Shawn Rivera,8,Exited,Text,(303)455-9967x313,Self,Moderate,Bachelors,2023-02-11
FAM_000490,Griffin Family,James Randall,117656.09,1,Divorced,02453 Christian Extensions Apt. 984,GEO_0013,2022-09-08,Jason Wilcox,5,Active,Text,831-424-3466,Community Partner,High,Bachelors,2023-09-13
FAM_000491,Padilla Family,Brandon Brown,117215.88,5,Divorced,30342 David Hill Suite 190,GEO_0065,2022-04-17,Travis Roth,3,Exited,Text,+1-813-262-1539x440,Self,High,High School,2024-02-20
FAM_000492,Miller Family,Lauren Walker,146966.66,3,Separated,2224 Nicole Centers,GEO_0036,2016-09-23,Mrs. Mary Ingram,6,Active,Text,646-612-0584,Self,Moderate,Bachelors,2020-04-18
FAM_000493,Elliott Family,Diana Johnson,100423.31,2,Single,648 Blair Cove Suite 754,GEO_0090,2025-03-06,Dr. Alexandra Medina,6,Active,Phone,553.593.6007x481,Community Partner,High,Masters,2023-07-02
FAM_000494,Brown Family,Jill Powers,68850.67,2,Divorced,99240 Ward Plains Apt. 872,GEO_0073,2017-11-02,Heather Miller,2,Inactive,Text,(233)236-9417x518,Self,Low,High School,2023-10-29
FAM_000495,Kelley Family,Jorge Lee,148999.92,3,Married,258 Hector Island Apt. 956,GEO_0129,2024-08-14,Amanda Sullivan,8,Active,Phone,856.858.2554x838,Self,High,Masters,2019-06-04
FAM_000496,Wagner Family,Larry Harding,63547.15,4,Single,448 Stacey Oval Apt. 379,GEO_0171,2023-10-23,Monique Thompson,8,Exited,Email,223-958-7905,Agency,Moderate,High School,2017-01-27
FAM_000497,Armstrong Family,Heather Hernandez,131746.84,6,Single,12110 Alyssa Passage,GEO_0197,2021-04-28,Jared Jacobs,4,Exited,Email,709.807.2948,Self,High,Masters,2019-08-30
FAM_000498,Hernandez Family,Jaclyn Watson,136947.42,2,Single,58690 Shawn Causeway,GEO_0144,2024-09-05,Angela Henry,3,Exited,Text,866.467.3139,Agency,High,Masters,2019-07-11
FAM_000499,Murphy Family,Gregory Madden,62590.37,1,Separated,0392 Garcia River Suite 529,GEO_0040,2025-05-02,Christopher Morrison,4,Active,Email,001-386-333-8975x470,Self,Moderate,High School,2020-06-06
FAM_000500,Meyer Family,Anita Luna,105582.25,6,Separated,171 Gregory Park Suite 433,GEO_0023,2016-06-28,Jesse Hogan,3,Active,Phone,(614)435-9393,Agency,Low,High School,2017-06-21
FAM_000501,Wilson Family,Willie Lara,102650.96,4,Divorced,20542 Daniel Fall Suite 549,GEO_0183,2020-10-13,Jennifer Carter,3,Exited,Email,228.628.8156x596,Agency,Moderate,Bachelors,2017-08-19
FAM_000502,Harris Family,Robert Waller,85502.04,5,Married,30833 Phillips Mills Apt. 488,GEO_0070,2017-09-17,Charles Beard,4,Active,Phone,8286744770,Agency,Moderate,High School,2024-01-26
FAM_000503,Aguilar Family,Steven Taylor,101494.77,6,Divorced,995 Joseph Brooks Apt. 059,GEO_0037,2020-10-17,Tammy Wright,2,Inactive,Phone,+1-413-635-7829,Self,Low,High School,2016-08-27
FAM_000504,Davis Family,Angelica Clark,58687.78,5,Single,519 Lopez Springs Suite 749,GEO_0188,2016-03-18,Juan Rivera,2,Active,Email,001-542-835-0688x4393,Self,Low,High School,2018-05-14
FAM_000505,Dixon Family,Sean Hatfield,34986.31,6,Divorced,6329 Gutierrez Grove,GEO_0051,2019-02-28,Tracy Myers,7,Inactive,Phone,3624638239,Community Partner,Low,Bachelors,2023-10-28
FAM_000506,Stokes Family,Tyler Avila,85216.19,6,Single,7752 Rhonda Port,GEO_0111,2023-01-02,James Washington Jr.,5,Exited,Email,001-847-287-4545,Community Partner,Low,Masters,2018-02-28
