eligibility_id,application_id,decision_date,eligibility_status,reason,review_officer,Assessment_Period,Evaluation_Agency,Rating_Level,Comments,Improvement_Plan_Flag,Next_Assessment_Date,Created_Date
ELG_001083,APP_001635,2022-05-28,Eligible,Third let finish war young figure sometimes.,Randy Stanley,Q1,"Gonzalez, Adams and Fitzpatrick",Fair,Through billion who military run measure.,1,2026-04-12,2017-07-31
ELG_001084,APP_001558,2023-07-18,Eligible,Its state imagine support red.,Jonathan Bradley,Q3,Curtis LLC,Good,Away its task newspaper western share remain age.,0,2026-01-04,2023-07-05
ELG_001085,APP_002733,2023-05-13,Pending,Food why arrive sort nation.,Jeffrey Matthews,Q2,Freeman LLC,Poor,Long why while sing third present hotel measure.,1,2026-06-09,2016-09-20
ELG_001086,APP_003000,2024-07-13,Not Eligible,Eye event religious.,Alvin Gregory DDS,Q1,Nicholson PLC,Poor,Here exactly second memory attack kind much begin picture fact.,1,2026-10-02,2024-06-05
ELG_001087,APP_003232,2021-01-11,Not Eligible,Relationship run tax today throughout police there.,Erica James,Q3,"Ortiz, Dalton and Grant",Excellent,Travel partner happy team trip either day break institution majority relate.,1,2027-04-19,2021-03-12
ELG_001088,APP_001787,2025-06-22,Not Eligible,American woman service card.,Emily Moore,Q1,Rogers-Hernandez,Poor,Body study nor international test assume consider.,1,2027-03-21,2016-09-27
ELG_001089,APP_001340,2020-06-26,Pending,Can bag from serve sound also present.,Martin Arnold,Q4,"Nielsen, Moran and Morris",Poor,Time base song answer understand war us mouth year.,0,2027-08-14,2022-12-13
ELG_001090,APP_001353,2024-11-26,Not Eligible,Better sport sister garden meet large ten.,Daniel Thompson,Q3,"Bond, Washington and Roberts",Poor,Politics save and hit heavy nearly particular account spring.,0,2027-09-29,2021-07-30
ELG_001091,APP_002049,2023-02-11,Pending,Carry century particularly official ask benefit your suddenly.,Madison Riley,Q3,Sims Group,Poor,Small trouble structure run thought though end happen light team thus work.,0,2026-03-16,2018-09-09
ELG_001092,APP_000110,2017-01-30,Pending,Top find PM whole kind.,Kathy Lopez,Q2,Flynn-Osborne,Good,Low art let old various explain number room as something.,0,2026-07-22,2023-04-17
ELG_001093,APP_001725,2016-01-18,Pending,Yourself pattern she study political action fill.,Alexandra House,Q4,Williams and Sons,Fair,Budget lawyer field western while truth true listen religious ability.,1,2027-03-02,2025-02-06
ELG_001094,APP_003049,2025-07-26,Not Eligible,Through method represent and official.,Robert Simmons,FY,Tate-Harper,Poor,Affect day reason summer white affect project.,0,2027-06-18,2021-03-13
ELG_001095,APP_000651,2019-11-20,Not Eligible,Room catch spring.,Raymond Perkins,Q4,Morgan-Owen,Good,Station everyone trial better young campaign only toward set analysis.,0,2027-01-17,2015-12-02
ELG_001096,APP_003175,2023-05-19,Not Eligible,Of late seek.,Gabriela White,FY,Wright-Everett,Fair,Attention dinner order occur character agreement opportunity as eight.,0,2026-09-27,2022-06-03
ELG_001097,APP_001774,2023-08-24,Not Eligible,Detail trade reflect.,Jeffrey Thomas,Q3,Mcdonald Group,Good,Yeah artist six around word degree.,0,2026-01-31,2022-12-08
ELG_001098,APP_001369,2023-12-22,Pending,This information meet base politics.,Jordan Edwards,Q2,Evans Ltd,Good,Eight sell rule right close hear buy street top citizen picture.,0,2027-02-23,2016-02-28
ELG_001099,APP_002411,2025-05-21,Eligible,Consumer while next guess no.,Tina Dunn,Q4,"Walker, Mcconnell and Davis",Poor,Religious arrive claim evidence affect card phone.,1,2026-04-23,2021-09-26
ELG_001100,APP_003459,2024-03-08,Not Eligible,Wait claim eight many activity.,Tammy Lopez,Q4,Brown-Gentry,Fair,A organization production paper reveal house fund federal often court place every either.,1,2026-12-07,2021-06-24
ELG_001101,APP_001624,2020-10-16,Not Eligible,From just star chair quality although politics.,Austin Coleman PhD,Q2,Boyd LLC,Excellent,Past those too deep for effect plan white protect couple major.,1,2025-11-20,2023-12-12
ELG_001102,APP_000034,2018-12-15,Eligible,Past man practice.,Ashley Cross,Q4,"Taylor, Rodriguez and Elliott",Poor,Girl senior bring laugh model citizen keep stock.,1,2027-06-26,2020-05-25
ELG_001103,APP_002218,2016-11-03,Eligible,Worker company because city.,Karen Meyer,Q3,"Clayton, Douglas and White",Fair,Activity discover training education region energy strategy what respond general ground team daughter.,1,2027-07-16,2022-07-22
ELG_001104,APP_004374,2023-02-22,Not Eligible,Scene weight anyone.,Laura Jones,Q1,"Trujillo, Rodriguez and Barton",Excellent,Thus to consumer couple American safe Mr not.,1,2027-03-08,2024-06-05
ELG_001105,APP_004808,2016-12-03,Not Eligible,Put in surface real.,Christine Higgins,Q1,"Hinton, Mccarthy and Powers",Fair,Pm why local too since recent.,1,2027-08-07,2022-06-08
ELG_001106,APP_000891,2015-12-02,Not Eligible,Ever police good successful particular near care.,Gary Rodriguez,FY,Moreno Inc,Fair,Admit another someone discuss discover lawyer positive meet shake somebody place.,0,2026-04-22,2018-03-15
ELG_001107,APP_002012,2024-01-29,Eligible,Story fill recognize leave wide consumer.,Mr. Juan Gonzalez,Q4,Kelly Inc,Excellent,Something keep player gun at great.,1,2027-04-30,2018-01-25
ELG_001108,APP_002197,2018-09-05,Eligible,Tell risk property skill less.,Diane Mitchell MD,FY,"Morris, Dean and Pitts",Poor,Fight best rich brother stock money will sport property.,0,2025-11-20,2016-03-18
ELG_001109,APP_000469,2023-01-04,Pending,Mission news oil certainly great.,Tammy Davis,FY,Johnson-Hodge,Good,Senior evening American case current gun bit.,0,2026-02-18,2021-02-24
ELG_001110,APP_004041,2022-09-22,Pending,Significant experience their hold body guy artist.,Donald Bennett,FY,Hernandez Inc,Excellent,Song military need serve wear executive read suddenly.,1,2027-09-26,2021-08-18
ELG_001111,APP_001105,2021-06-13,Not Eligible,Small range building fight employee member herself.,Diana Bishop,Q1,"Cook, Thompson and Lang",Excellent,Student official past small reflect yeah five dark travel account time explain.,0,2026-07-22,2023-12-13
ELG_001112,APP_002252,2019-06-12,Eligible,Develop accept street huge make spend camera decade.,Keith Esparza,Q2,Butler Group,Excellent,Condition decision chance door camera drive seven believe police treat while.,1,2025-12-10,2018-11-27
ELG_001113,APP_002176,2016-12-13,Eligible,City research certainly around.,Melissa Garcia,FY,"Holloway, Armstrong and Gordon",Poor,None be bring soldier recognize letter particular.,0,2026-09-18,2022-03-25
ELG_001114,APP_001178,2020-05-20,Not Eligible,Thank laugh figure PM modern.,Wendy Graves,Q4,Lozano Group,Excellent,Collection hour reality another police long.,0,2026-12-23,2023-05-30
ELG_001115,APP_004387,2019-10-21,Not Eligible,Research area goal box.,Sarah Wright,Q3,Baker-Jordan,Good,Wonder water reflect probably film brother traditional girl blood service beat.,1,2027-07-07,2024-03-10
ELG_001116,APP_004571,2021-12-25,Eligible,Spring anything between sign series everyone dream.,Alyssa Ramirez,Q1,"Lopez, Taylor and Horton",Good,Computer lead bit often production oil.,1,2026-11-18,2017-04-05
ELG_001117,APP_004947,2016-04-10,Eligible,Mean top thing pick debate during a.,Stephanie Cook,Q1,"Boyd, Hudson and Beard",Good,Authority painting parent mention back decade especially prepare north.,1,2025-12-09,2025-01-11
ELG_001118,APP_002203,2023-04-13,Pending,Forward race catch appear face instead young build.,Vanessa Morales,Q2,"Hernandez, Gonzalez and Collins",Fair,Peace leg rate imagine scene him age party then night similar.,0,2027-11-02,2015-12-14
ELG_001119,APP_003309,2024-05-09,Pending,Television worry without.,Dr. Sean Bell,Q2,"Washington, Evans and Pitts",Poor,Return address imagine ground clearly strategy audience four will assume.,1,2027-03-31,2020-02-09
ELG_001120,APP_003967,2025-03-02,Pending,Represent office collection identify live ball.,Teresa Ray,Q4,Davenport-Terry,Excellent,Agreement local attack part newspaper few event two indicate.,0,2026-08-19,2023-03-13
ELG_001121,APP_003853,2024-02-19,Pending,Heart magazine computer turn.,Sandra Taylor,Q3,"Walker, Richardson and Bennett",Fair,Him tree tell pressure yourself take pretty effort perform week.,0,2027-08-03,2021-10-08
ELG_001122,APP_002824,2019-04-10,Not Eligible,Bring result win likely.,Kayla Martin,FY,"Hardy, Medina and Pope",Good,Case force never about mother then arm I city suddenly method deal.,1,2025-11-20,2022-04-14
ELG_001123,APP_000245,2024-11-12,Pending,Each hear into develop speak start seem.,Rodney Phillips,FY,Stark PLC,Fair,Similar story shake least all sister perhaps activity on space.,1,2026-01-27,2021-03-03
ELG_001124,APP_002533,2020-08-07,Pending,Walk note money physical.,Jennifer Campos,Q3,"Bell, Morrison and Warner",Good,Show where accept exist need treatment cause natural simply economic case.,0,2026-04-10,2023-02-10
ELG_001125,APP_000332,2017-02-10,Not Eligible,Election so mother notice sign better today.,Karen Anderson,Q4,Palmer Inc,Poor,Rock author last today next leader finally water.,1,2026-10-28,2023-11-30
ELG_001126,APP_004849,2016-05-27,Eligible,Red coach still off upon head author.,Sarah Rodriguez,Q3,"Miller, Foley and Cain",Good,Decade whole today player energy attention drop happen cause discover someone.,1,2026-12-12,2020-08-26
ELG_001127,APP_004869,2022-05-04,Pending,Local environment right set break involve suggest participant.,Jonathan Patel,Q2,"Wilkins, Walter and Adams",Good,Authority sound discover security consumer this at.,1,2027-09-16,2020-07-22
ELG_001128,APP_001135,2018-07-01,Not Eligible,High follow condition drop whether think difficult.,Andrew Hansen,FY,Collins-Montoya,Excellent,Face turn some foreign court soon toward worry member water network field toward use.,1,2027-10-18,2020-06-15
ELG_001129,APP_003930,2019-04-24,Pending,Food history strategy position dream building.,Ashley Moses,Q3,"Dodson, Rose and Wood",Good,Seek add gun reflect pretty read health tonight large sport civil long.,1,2027-07-19,2021-04-13
ELG_001130,APP_004727,2020-12-14,Not Eligible,Development officer watch big.,Alejandro Navarro,Q2,"Hendrix, Hunt and Ross",Poor,Magazine himself rule man low each interesting deep rest example building.,0,2025-12-22,2021-03-08
ELG_001131,APP_002139,2016-06-05,Pending,Front her concern rest away theory.,Wendy Weber,Q2,Dean-Bryant,Good,Example environment edge social machine political visit.,0,2027-10-15,2020-06-02
ELG_001132,APP_002594,2017-11-27,Pending,Certain region simple girl.,Dr. Patricia Ortega,Q2,Hubbard and Sons,Poor,Local public successful happy training no rate design.,0,2027-01-22,2024-02-01
ELG_001133,APP_002044,2020-10-23,Not Eligible,Image student coach discuss executive.,Jonathan Lopez,Q3,"Greene, Grant and Hernandez",Good,Letter social way threat city far class test change near record.,1,2027-05-04,2017-07-12
ELG_001134,APP_000765,2018-03-05,Not Eligible,Soon coach study mind adult seven.,Sarah Kelly,Q1,Brown-Chapman,Poor,Hard time position attention send rule assume better shake vote member.,0,2026-06-13,2018-12-10
ELG_001135,APP_004214,2025-08-17,Pending,Leader head whole task say.,Christopher Marshall,Q4,Zavala-Parker,Excellent,Goal under information trade member raise.,0,2027-09-07,2017-06-05
ELG_001136,APP_003792,2025-03-16,Not Eligible,Next school participant just situation last.,Colin Davis,Q1,Riley LLC,Excellent,Space pressure stock carry lay after present require line effort dog north.,0,2026-05-12,2023-06-15
ELG_001137,APP_001912,2017-01-01,Pending,Investment century difficult down center exactly.,Tonya Harris,Q2,Taylor Group,Fair,Little authority bank after meeting charge either require base.,1,2027-05-10,2016-04-23
ELG_001138,APP_001063,2022-02-17,Eligible,Message TV value anyone particularly easy go.,Michael Jackson,Q3,Brown Ltd,Fair,Case add letter develop eye worker yourself win whose.,1,2026-07-04,2017-11-16
ELG_001139,APP_003582,2024-06-21,Pending,Two resource away war chance hold.,Linda Brewer,Q1,Mccall-Burgess,Excellent,Seat pattern education chance next through sure story recent as.,1,2026-01-30,2025-06-09
ELG_001140,APP_001109,2025-04-26,Not Eligible,Kitchen huge sometimes condition soon course.,Sergio Bradley,FY,Hall-Roberson,Poor,Economy moment dark why general four cup spring fall.,0,2025-12-15,2025-01-23
ELG_001141,APP_002627,2024-12-13,Eligible,Ahead short else opportunity research say hundred then.,Sean Allen,Q3,Washington Inc,Excellent,Knowledge pattern eight cut international I themselves share off about my require positive.,1,2026-11-01,2015-11-24
ELG_001142,APP_001916,2022-12-07,Not Eligible,Occur traditional positive middle social benefit season hundred.,Bill Hernandez,Q1,Smith PLC,Fair,Former so bank middle key entire dream.,1,2026-06-18,2022-10-26
ELG_001143,APP_004797,2015-12-31,Not Eligible,Only it site decision.,Tina Herman,Q1,"Chambers, Ramirez and Marsh",Poor,Early either item sea consumer stuff on similar share fish.,0,2027-10-28,2024-08-30
ELG_001144,APP_001036,2022-04-29,Eligible,Memory participant fast stand federal father expert clearly.,Felicia Walsh,Q3,Hill Ltd,Poor,Team describe learn explain ball detail employee this school guess market peace admit.,1,2025-12-03,2022-08-16
ELG_001145,APP_000877,2018-10-23,Pending,Might similar hard word certainly cultural.,Mr. Brian Powers,FY,Jones PLC,Excellent,Become agreement agreement world town computer thing difference.,0,2027-04-15,2025-03-07
ELG_001146,APP_001621,2023-08-31,Pending,Why worker participant operation support life trial office.,Mary Yang,Q2,Williams Ltd,Good,Rise after wonder to official section us north without hair choose their.,0,2027-03-27,2018-03-05
ELG_001147,APP_002157,2025-10-21,Eligible,Record relate tree cell make career.,Brittany Bradley,Q4,"Blake, Holloway and Lawrence",Poor,Someone theory happen claim even hold over something east.,0,2027-08-19,2020-05-07
ELG_001148,APP_001532,2015-11-22,Pending,Measure hospital alone into medical.,Mary Rodriguez,FY,"Ramsey, Washington and Cox",Fair,Wear system partner party edge late soon.,1,2026-07-31,2018-10-12
ELG_001149,APP_004918,2019-11-18,Not Eligible,Task minute hotel season.,Joshua Romero,Q1,Williams LLC,Excellent,Study student religious section cultural protect method.,0,2027-04-06,2022-07-20
ELG_001150,APP_004244,2024-04-28,Not Eligible,Which central pass enjoy cause stay eight about.,Mark Patterson,Q2,"Tate, Day and Maddox",Excellent,Always yourself note recognize ever beautiful pay alone check shoulder both.,1,2026-04-26,2021-08-20
ELG_001151,APP_004281,2017-01-21,Eligible,Up trade sense glass win week begin.,Eugene Mcmillan,Q2,Martin-Garcia,Poor,Study over million you energy century.,0,2026-02-21,2025-03-18
ELG_001152,APP_000314,2025-09-11,Eligible,Together thing open challenge listen me.,John Watson,Q4,Brooks LLC,Fair,Need whose president effort capital order feeling rule try speak.,0,2027-05-05,2018-05-14
ELG_001153,APP_001910,2024-10-22,Pending,Personal final by reveal speech use pattern.,Andre Ramirez,FY,Mcmahon-Johnson,Fair,Hand knowledge result something when research hotel charge generation few.,1,2027-03-26,2019-07-04
ELG_001154,APP_004515,2023-04-27,Eligible,Player major nor medical blue.,Jeremy Jackson,Q4,"Floyd, Townsend and Roberts",Excellent,Daughter official standard think child avoid.,0,2026-01-16,2025-07-14
ELG_001155,APP_003983,2024-06-16,Not Eligible,Majority yes their.,Jermaine Cooke,Q1,Cisneros Ltd,Excellent,Citizen whose Democrat son fine wind almost agent child price.,1,2027-01-22,2019-01-13
ELG_001156,APP_002270,2023-07-24,Eligible,Issue peace newspaper.,Jason Jensen,FY,"Herrera, Taylor and Gonzalez",Poor,Half listen these teacher training parent early likely single.,1,2027-04-28,2025-06-01
